,product_id,marketplace,rating,advantage,disadvantage,comment
0,269273309,wb,5,"Достоинства:Не знаю будет ли толк, привыкаю постепенно, изначально выдерживала только на стопом режиме на первой скорости, работает хорошо, зарядку держит долго, заряжается, удлинитель не нужен, поэтому как держит не знаю",,
1,269273309,wb,1,,Недостатки:После зарядка аккумулятора на табло НЕ ВЫСВЕЧИВАЕТСЯ символ KNEAD,Комментарий:Прошу вернуть деньги.
2,269273309,wb,3,,Недостатки:Мятая и рваная упаковка,"Комментарий:В деле не пробовала, отказ."
3,269273309,wb,3,,Недостатки:Фигня полная,
4,269273309,wb,5,Достоинства:Отличная штука ! Прекрасный образец фитнеса для ленивых и вечно занятых,,
5,269273309,wb,5,"Достоинства:Классно,работает отлично, доставка во время! Будем смотреть результат",,
6,269273309,wb,3,Достоинства:Пришло вовремя,,Комментарий:Оторвалась одна липучка
7,269273309,wb,1,,Недостатки:Хватило на три дня. Заряжаться перестал. Не рекомендую,
8,269273309,wb,5,Достоинства:Они классная увидела у подруги и заказала но отказала,,
9,269273309,wb,3,Достоинства:Сам пояс работает хорошо,"Недостатки:Не держат липучки, чтобы закрепить пояс на теле приходится сильно постараться, зажать концы так как липучка не держит и сверху примотать пояс к телу ремнем. Поэтому так себе игрушка. Хотя как миостимулятор действительно не плохо работает !",
10,269273309,wb,5,Достоинства:Всё понравилось,,
11,269273309,wb,5,,"Недостатки:Маленький период времени , часто надо переключать. Пояс надо подлиннее, кто худой тому пояс ненужен",
12,269273309,wb,5,"Достоинства:Жахнуло так что чуть сальто не замутил на кровати с положения лёжа, дал другу и поставил на максимум, бегал как с шалом в *** в целом понравилось, через минуту привыкаешь",,
13,269273309,wb,5,"Достоинства:Хороший стимулятор, для сильных мужчин.",,
14,269273309,wb,5,Достоинства:прикольныая штука,,Комментарий:работает и заряжается
15,269273309,wb,5,"Достоинства:Интересно, необычное ощущение. Ну бьёт немного током, но не смертельно и к этому привыкаешь. Так что пояс хороший, рекомендую!!!",,
16,269273309,wb,1,,,Это главное не заряжается
17,269273309,wb,5,Достоинства:Очень мощный и компактный,Недостатки:Качество материаловоставляет желать...,
18,269273309,wb,3,Достоинства:Работает исправно,"Недостатки:Липучка плохо держит, слабо фиксирует пояс, и сам пояс могли бы сделать поуже, в тех местах где нет самих точек массажера, не приятное ощущение на теле от него.","Комментарий:Эффект есть, но очень незначительный."
19,269273309,wb,3,,,"Желательно бы, инструкцию на русском, а то, не совсем понятно на каком режим ставить."
20,269273309,wb,5,,,Заряда хватает на неделю 2/15 минут в день
21,269273309,wb,5,Достоинства:Пока всё работает,"Недостатки:Качество липучки желает лучшего, сам пояс на троечку.",
22,269273309,wb,5,,,"жёсткий массажёр, выдерживаю на 2-м режиме, использую обыкновенный спрей для тела... результат радует, физкультура при сидячей работе"
23,269273309,wb,4,"Достоинства:Пояс отличный, уже опробовала, но нет зарядки к нему, и нет пульверизатора в подарок очень жаль",,
24,269273309,wb,5,Достоинства:Всё работает,,
25,269273309,wb,4,,,"Не знаю как работает на 126 не подошёл, маловато даже с увиличителем"
26,269273309,wb,5,Достоинства:Реально работает,,
27,269273309,wb,1,Достоинства:Ничего,"Недостатки:Сильно бьет током, даже на 1 скорости. Невозможно выдержать. Бутылка со спреем уже пришла пустая, кто-то попрльзовался","Комментарий:Ужас а не пояс, не берите - это пытки"
28,269273309,wb,1,,,Электроды прогорели и обожгли массажную область тела
29,269273309,wb,5,,,Хорошо долбит
30,269273309,wb,5,"Достоинства:Работает, есть эффект. Но мне не нравится ощущение. Это, наверное, низкий болевой порог. Нареканий нет. Не эластичный, но когда приноровишься, то норм.",,
31,269273309,wb,5,Достоинства:Комплектация полная. Работает.,Недостатки:Не эластичный. Надо привыкнуть.,Комментарий:Будем пользоваться. Надеюсь что эффект порадует.
32,269273309,wb,4,,"Недостатки:Отказ в пользу такого-же,но дешевле.",
33,269273309,wb,2,Достоинства:-,"Недостатки:Пришла рваная вскрытая коробка, внутри пакет тоже вскрыт, нет инструкции, и шнура зарядки. Проверить соответственно тоже не удалось.",Комментарий:Для более целостной доставки стоит упаковывать в дополнительную коробку!
34,269273309,wb,4,Достоинства:Пояс пришло работает отлично спасибо продавцу,,
35,269273309,wb,5,Достоинства:Очень понравился размер подошёл идеально раньше брал у другого продавца липучки отклеивались а это сидит как влитой рекомендую 👍👍👍,,
36,269273309,wb,5,Достоинства:И в правду работает на следующий день болит пресс,,
37,269273309,wb,5,"Достоинства:Миостимулятор для пресса соответствует описанию, благодарю.",,
38,269273309,wb,1,,Недостатки:Сломался через пару недель ….,
39,269273309,wb,5,,,Очень хорошие девушки на выдаче
40,269273309,wb,5,"Достоинства:всё, что заявлено, работает. Инструкция на рус.языке есть - еле разглядела, правда) очень мелким шрифтом на первой упаковке, перевод, вероятно от Продавца, но - спасибо)","Недостатки:не хватает эластичности самого пояса - сделан из не тянущегося материала, а так в остальном - очень даже норм. Запах отсутствует","Комментарий:Заряжается от компа, горит маленький красный индикатор, минут через 15-20 просто гаснет. Зарядки хватает на несколько сеансов"
41,269273309,wb,5,,,👍👍👍👍 только начили
42,269273309,wb,5,,,"Попробовала его в действие, я в восторге от этого пояса ощущения необычные , думаю что он реально поможет , разные режимы все работает исправно ,уже немного ощущается его действие ,позже дополню отзыв как увижу результат , но уже могу сказать что если вы его приобретёте то не пожалеете точно"
43,269273309,wb,1,,,"Не рекомендую покупать этот товар, пришёл бракованный, не заряжается, нижнии клемы неработают, продавец не ответственный, деньги не вернул, товар не забрал))))"
44,269273309,wb,5,,,"Нормальные люди берут пояс, чтобы сделать себе кубики на прессе, а я им лечусь и лечу других. Спина и ноги передают вам огромное спасибо!) Пользуюсь с месяц по 2-3часа в день, по 30 минут на разные части, зарядка держится примерно 2 недели. Многим насоветовала. Животик тоже уходит, но, т.к. люблю есть сладости в ночи🤭, не так активно, как у худеющих. В общем, брала как лекарство от боли, могу поставить твердую 5! Куча режимов, но последний мне нравится больше всего, напоминает мурчание кота. СПАСИБО!"
45,269273309,wb,5,,,"Товар хороший, но пришёл маленького размера"
46,269273309,wb,5,Достоинства:Жене нравится,,
47,269273309,wb,5,Достоинства:Норм,,
48,269273309,wb,5,Достоинства:Просто огонь 🔥 🔥 🔥,,Комментарий:пока 2ой уровень предел. сильнее не пробовала даже 😅
49,269273309,wb,5,"Достоинства:Работает хорошо, муж доволен",,
50,269273309,wb,4,,"Недостатки:пояс не удобный , берите отдельно электроды и с пультом, чтобы вы могли куда угодно приклеить. В комплекте не было кабеля.",
51,269273309,wb,5,"Достоинства:Замечательный массажер, но выбор в пользу другова",,
52,269273309,wb,5,,,"пояс хороший ,есть добавка на пояс, шнур коротковат,есть бутылочка для геля, токи идут изумительно мощность регулируется, супер мне понравился"
53,269273309,wb,5,Достоинства:Все классно рекомендую. Работает все отлично. Надеюсь что прослужит долго.,,
54,269273309,wb,5,"Достоинства:Всё супер работает отлично, честно сказать не ожидал, эффект потрясающий. Рекомендую отличная вещь. рекомендую продавца.",,
55,269273309,wb,3,,,Быстро садится аккумулятор
56,269273309,wb,5,Достоинства:Работает дергает прикольно ..,,"Комментарий:оборжался когда включил , щекочет .. )))"
57,269273309,wb,1,Достоинства:Их нет,"Недостатки:Пришло в не раз открытой коробке и тупо даже в царапинах всё табло ... Просто видно, что б.у.","Комментарий:Пришло в не раз открытой коробке и тупо даже в царапинах всё табло ... Просто видно, что б.у."
58,269273309,wb,5,"Достоинства:Очень прикольная вещь. Про результат пока рано говорить, но работает прям токи по взрослому. Очень доволен приобретением.",,
59,269273309,wb,3,Достоинства:Как пользоваться не известно,,
60,269273309,wb,4,,Недостатки:Почему прокломации пишут не на русском языке это плохо,
61,269273309,wb,5,,,Хороший массажер
62,269273309,wb,5,"Достоинства:Хорошая штука. Рабочая. Воздействие, как на аппарате СМТ. Пока покупкой доволен",Недостатки:Не обнаружено,Комментарий:Можно брать
63,269273309,wb,1,Достоинства:Бесполезная вещь. Сильно бьёт током на самой минималке. Терпеть невозможно. Пришлось просто выбросить.,,
64,269273309,wb,1,,Недостатки:Размер в два раза меньше. Длина пояса 80 см вместо 126 см. Товар вернул. Заявление не писал. Слишком часто не соответствие заказу. Работа складов на самом низком уровне. Мне очень жаль.,
65,269273309,wb,5,"Достоинства:Жена то же испытала на себе, ей понравилось.,!",Недостатки:Нету не достатка,Комментарий:Приятный массаж током!
66,269273309,wb,2,Достоинства:Ещё не открывала не ползала попробуем потом открывать вроде нормально,,
67,269273309,wb,5,Достоинства:Работает,,Комментарий:Мощность огонь
68,269273309,wb,5,Достоинства:Не разочаровал.,Недостатки:Лучше бы было с уточняющей инструкцией по режимам.,
69,269273309,wb,5,,,Пришло быстро упаковка наружняя норм а вот упаковка самого миостимулятора порвана проверил всё работает была бы ещё инструкция на русском не понятно какой режим для чего
70,269273309,wb,1,Достоинства:Нету,"Недостатки:Какаято не понятная вибрация, током бьёт только по середине другие электроды кроме как ожиг ни чего не оставляют","Комментарий:Лучше тренировок нет ни чего а эта полная шляпа, не очем, сила увеличивается не на всех режимах, иной раз на первом сильнее чем на последнем, короче не советую брать"
71,269273309,wb,5,"Достоинства:Классный аппарат, я использую для улучшения работы тазобедренного сустава,для мышц пресса и при этом улучшает перестальтику кишечника, между лопатками есть узел который постоянно тянул, ныл. Сейчас забыл про эти боли благодаря поясу..","Недостатки:Но,очень неплохо было бы перевод инструкции на русском.. Да и ко всем таким образом заряжающимся прибором хотя кабель,а еще лучше саму зарядку положить..","Комментарий:По итогу скажу,пояс для таких денег классный, но неплохо бы исправить недочёты."
72,269273309,wb,1,Достоинства:Нету,Недостатки:Пришёл брак,"Комментарий:Пришёл брак , не работает экран , который выдаёт ток . Всю ночь заряжался и толку ноль"
73,269273309,wb,4,"Достоинства:Всё работает, проверим результат через месяц",Недостатки:Пришёл пустой флакон,Комментарий:10/10
74,269273309,wb,3,,,"Работает хорошо, мышцы хорошо сокращаются, разные режимы. Всё довольно ощутимо. Но есть одно большое НО: он огромный. На фото на девушке он занимает гораздо меньшую площадь. Надеть его более плотно просто нереально. Пользуюсь только в положении лёжа на животе. И пользуюсь только до момента, когда куплю другой миостимулятор. Этот же подходит для объемных людей."
75,269273309,wb,5,"Достоинства:Всё работает, благодарю",,
76,269273309,wb,5,"Достоинства:Вообще классная вещь, разные режимы, можно спину лечить также, и не надо на физио ходить",,
77,269273309,wb,5,"Достоинства:Неожиданно отличный массажёр и стимулятор, я лично не ожидал и потому просто в восторге! За три дня – минус 2 см. в талии! 💪🏼",,
78,269273309,wb,5,"Достоинства:Пояс просто класс! Только-что попробовал. В любом режиме ставил интенсивность ""5"" , просто улетные ощущения! Аж яйки подпрыгивали! Рекомендую. Покупайте и получайте удовольствие!",Недостатки:Не нашёл.,
79,269273309,wb,1,,Недостатки:бьется током и маленький вобщем не советую,
80,269273309,wb,5,,,Забрал товар все на месте провод зарядки флакон и расширитель прикинул на себя вместе с расширителем должно подойти но делайте или продовате ещё большие размеры а то получается на какихто детей пояс Начну пользоваться напишу ещё как и что результаты
81,269273309,wb,1,,,Бьёт током. Фигня короче
82,269273309,wb,5,"Достоинства:Пришел вовремя, упаковка убитая, но товар целый, работает, чтоб не бил сильно током надо использовать гель, на крайний случай смочить места прилегания и одевать штоб прилегание было плотным, вобщем доволен.",,
83,269273309,wb,5,Достоинства:Хорошо работает,,
84,269273309,wb,5,"Достоинства:Прикольная, пришла во время. Все работает.",,
85,269273309,wb,5,Достоинства:талия 140 сошлось работает все отлично,,
86,220795333,wb,5,Достоинства:Хорошо работает,Недостатки:Их нет,Комментарий:Все понравилось
87,220795333,wb,2,"Достоинства:Коробку будто до пвз пинали а не привезли , вся в скотче даже открывать не стала! Отказ",,
88,220795333,wb,2,,Недостатки:Часто нужно менять батарейки,
89,220795333,wb,5,,,Работает прекрасно!
90,220795333,wb,5,,,"Отзыв пишу после того, как месяц тестировала этот гаджет. Он работает! Мышцы качает отлично! Многие деликатные проблемы решены. Рекомендую, однозначно!"
91,220795333,wb,5,,,Пол года работает без нареканий. Лёгкий в использовании. Для хорошей проводимости приобретала отдельно гель.Все супер.Брала для восстановления после родов.
92,220795333,wb,5,Достоинства:Аппарат работает,"Недостатки:При начале использования, 2 мес после родов, несколько раз поделала и заболел живот, оказалось овуляция, причем грудное всксрмливание. Через неделю снова начала делать- пошли кд. Вот и думаю, так совпадает или аппарат влияет... гинеколог , кстати, об этом аппарате хорошо отзывалась.",
93,220795333,wb,1,,"Недостатки:Коробка пришла не только не упакована в пакет, или пленку, но и даже скотчем не прихвачена. Коды наклеены прям на крышку коробки которая при переворачивании просто вываливается. Не понятно как это вообще транспортировались без спонтанного открывания.",Комментарий:Для такого вида товаров упаковка как минимум должно быть гермерична.
94,220795333,wb,4,"Достоинства:Супер,в комплекте всё есть,работает нормально.",,
95,220795333,wb,2,,Недостатки:Упаковка ! Точнее ее вообще не было.,Комментарий:Упаковка ! Точнее ее вообще не было. Пришло все открытое. Даже элеменарного скотча нет на упаковке. Первый раз с таким видом доставки столкнулась. Уж не знаю как работает. Посмотрим.
96,220795333,wb,5,"Достоинства:Упаковка в целости, полный комплект. Инструкция очень понятная",,Комментарий:Хотелось бы наличие батареек в комплекте. Для покупателей инфа - для пользования прибором нужно приобрести дополнительно лубрикант на водной основе
97,220795333,wb,3,"Достоинства:Миостимулятор пришёл без заводской упаковки, даже смотреть не стала на прибор. Хотела подругу порадовать . Поставка быстрая.",,
98,220795333,wb,5,Достоинства:Все супер,,"Комментарий:Товар доставлен в добротной упаковке. Ничего не повреждено. Полный комплект, как было заявлено.После 8ми месяцев упражнений могу сказать штука действенная, мышцы работают отлично . Муж заметил изменения спустя 2 недели тренировок)) Всем здоровья"
99,220795333,wb,5,"Достоинства:Все работает, доступная и понятная инструкция",,
100,220795333,wb,1,,"Недостатки:Выкупила вчера, сегодня начала занятия. Прибор поработал 15 минут и перестал подавать импульсы. Отключила, попробовала снова, прибор не работает.","Комментарий:Не советую никому брать, потратите свои деньги на ветер."
101,220795333,wb,5,"Достоинства:Все хорошо, от упаковки до функционала. Очень удобно и действительно помогает . Рабочий препарат, батарейки купила самые маленькие, при ежедневном использовании за две недели , ещё не сели.",,"Комментарий:Удобно, есть эффект,всем рекомендую, производителю спасибо и Валдберис за самую хорошую цену."
102,220795333,wb,5,"Достоинства:Товар пришел быстро,хорошо упаковано,работает,буду надеяться ,что поможет.",,
103,220795333,wb,5,Достоинства:Упаковано. Пока лежит.,,
104,220795333,wb,1,,"Недостатки:Коробка распечатана, заклеена скотчем. Без заводской упаковки плёнки сверху коробки. Хотелось бы новую а не так...",
105,220795333,wb,3,,"Недостатки:Товар пришёл без пленки, коробка мятая и порвана с двух сторон, не ужеди нельзя было положить в пакет. Очень не приятно. Было желание вернуть, с консультантом посмотрели вроде как целое всё.",
106,220795333,wb,3,"Достоинства:Всё пришло целое, всё работает.","Недостатки:5 недель использования, результат нулевой.","Комментарий:Пользуюсь утром на Р2 20 мин и вечером Р8 30 минут,на протяжении 5 недель с перерывом на МЦ на 5 дней Изменений не заметила."
107,220795333,wb,5,,,Всё работает
108,220795333,wb,5,"Достоинства:Только начала пользоваться, по ощущениям пока всё нравится, работает, посмотрим результат",,
109,220795333,wb,1,,,"На следубщий день перестал работать, не полнимается можность выше 10. Продавец игнорирует в личном чате"
110,220795333,wb,5,Достоинства:Отличный стимулятор,,
111,220795333,wb,5,"Достоинства:Есть инструкция на русском языке,,пришло все в отличном состоянии",,
112,220795333,wb,5,"Достоинства:Пользуюсь с сентября! Читала отзывы что через неделю уже помогло. Ну не знаю,я уже пятый месяц пользуюсь,каждый день ну раза три были перерывы в три дня а так каждый день.Была у гинеколога он изменений не заметил,а я стала реже бегать в туалет через месяц тренировок и самое что меня вдохновило не прекращать тренировки это,мышцы стали работать,раньше я пыталась сжать и ни какого движения а сейчас хоть слабо но движение чувствуется и это прогресс я считаю. Девочки за месяц чудо не случиться,так что хороших тренировок! Аппарат удобный,компактный.Батарейки за 4месяца меняла 1 раз при использовании каждый день.Когда работает чувствуется как сжимается все,а на животе рельеф проглядывает 😉Спасибо за аппаратчик! Долго выбирала,читала отзывы.Цены везде Голливуд,а этот и не дорогой и удобный!",,
113,220795333,wb,5,Достоинства:Отлично,,
114,220795333,wb,5,"Достоинства:Жена говорит, работает)))",,
115,220795333,wb,5,"Достоинства:Хороший миостимулятор, исправно работает, пользуюсь 5-й день",,
116,220795333,wb,1,,,"К сожалению, в браузерной версии также нет кнопки ""Чат с продавцом"". Как с вами связаться?"
117,220795333,wb,5,"Достоинства:Работает, есть результат, у меня после 3-х родов начались проблемы с мочеиспусканием, помогает",Недостатки:Пока нет,"Комментарий:Девочки о работе, проверяла работоспособность сперва в руке сжав аппарат в руке, на 4 пробивал, думала т.ж будет и при вводе, введя в себя ничего не почувствовала, думала что не работает, пока не повысила режим до 25-30, потом уже нашла в инструкции рекомендации, это к тому что бы не думали что он не рабочий))). Удачи всем!!! И здоровья"
